# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP-GutHK_D11_089   -               17     878      13     877       3     882    1466    +           0 1034.1  23.7  -
Hyphomicrobiaceae_Arsenicitalea                  -          LKAP-GutHK_D11_089   -               55     808      74     875      53     882    1438    +    2.4e-139  463.8  21.4  -
Thermoanaerobacteraceae_Calderihabitans          -          LKAP-GutHK_D11_089   -               23     894      16     875       2     881    1503    +    2.9e-139  463.8  23.3  -
Desulfobacteraceae_Desulfosalsimonas             -          LKAP-GutHK_D11_089   -               23     884      17     874       2     881    1469    +      3e-139  463.7  22.1  -
Petrotogaceae_Marinitoga                         -          LKAP-GutHK_D11_089   -               26     853      16     874       2     880    1487    +      3e-139  463.8  22.4  -
Methylocystaceae_Chenggangzhangella              -          LKAP-GutHK_D11_089   -               42     827      16     875       2     882    1448    +    3.4e-139  463.5  22.9  -
Rikenellaceae_Alistipes                          -          LKAP-GutHK_D11_089   -               29     867      16     874       4     882    1456    +    3.4e-139  463.4  21.5  -
Rhodospirillaceae_Rhodospira                     -          LKAP-GutHK_D11_089   -              106     853      77     874      56     881    1465    +    3.5e-139  463.4  21.2  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-GutHK_D11_089   -               24     850      17     876       2     882    1451    +      4e-139  463.0  22.5  -
Hyphomicrobiaceae_Aquabacter                     -          LKAP-GutHK_D11_089   -               69     822      74     875      53     882    1474    +    4.2e-139  463.2  20.9  -
Sphingomonadaceae_Pacificimonas                  -          LKAP-GutHK_D11_089   -               58     831      58     875      29     882    1450    +    4.6e-139  463.1  20.7  -
Desulfobulbaceae_Desulfurivibrio                 -          LKAP-GutHK_D11_089   -               13     868      17     874       4     881    1409    +    4.7e-139  463.0  22.5  -
Actinomycetaceae_Varibaculum                     -          LKAP-GutHK_D11_089   -               28     868      17     877       2     882    1511    +    5.4e-139  462.6  22.8  -
Bradymonadaceae_Bradymonas                       -          LKAP-GutHK_D11_089   -               24     855      17     874       2     881    1461    +    5.6e-139  462.5  23.0  -
Acetobacteraceae_Endobacter                      -          LKAP-GutHK_D11_089   -               78     837      70     874      49     881    1492    +    5.9e-139  463.0  21.9  -
Sphingobacteriaceae_Solitalea                    -          LKAP-GutHK_D11_089   -               24     857      17     877       3     882    1475    +    6.1e-139  462.7  21.7  -
Acetobacteraceae_Kozakia                         -          LKAP-GutHK_D11_089   -               55     810      74     874      48     881    1415    +    6.2e-139  462.9  21.4  -
Acetobacteraceae_Granulibacter                   -          LKAP-GutHK_D11_089   -               79     837      71     874      50     881    1491    +    7.5e-139  462.5  21.6  -
Rhodospirillaceae_Limibacillus                   -          LKAP-GutHK_D11_089   -               31     791      67     874      46     881    1402    +    7.7e-139  462.3  21.4  -
Alphaproteobacteria_Breoghania                   -          LKAP-GutHK_D11_089   -               73     827      73     875      52     882    1481    +    7.9e-139  462.4  21.2  -
Halobacteroidaceae_Halanaerobacter               -          LKAP-GutHK_D11_089   -               43     861      17     867       2     879    1437    +    7.9e-139  462.1  21.2  -
Ruminococcaceae_Anaerofilum                      -          LKAP-GutHK_D11_089   -               50     890      17     874       3     880    1468    +    8.1e-139  461.8  22.4  -
Cytophagaceae_Flexibacter                        -          LKAP-GutHK_D11_089   -               52     876      17     874       5     879    1463    +    8.9e-139  462.1  20.9  -
Sneathiellaceae_Taonella                         -          LKAP-GutHK_D11_089   -               52     805      73     874      52     881    1408    +    9.3e-139  462.1  21.0  -
Rhodospirillaceae_Limimonas                      -          LKAP-GutHK_D11_089   -               35     801      68     874      43     881    1407    +      1e-138  462.0  22.4  -
Sporomusaceae_Pelosinus                          -          LKAP-GutHK_D11_089   -               42     895      17     876       2     882    1550    +    1.4e-138  460.5  22.1  -
Geobacteraceae_Geopsychrobacter                  -          LKAP-GutHK_D11_089   -               44     872      17     875       2     881    1493    +    1.5e-138  461.2  22.6  -
Actinomycetaceae_Flaviflexus                     -          LKAP-GutHK_D11_089   -               43     830      75     876      55     882    1400    +    1.6e-138  461.1  21.5  -
Erysipelotrichaceae_Breznakia                    -          LKAP-GutHK_D11_089   -              100     895      71     874      49     879    1508    +    1.7e-138  460.9  21.8  -
Methylocystaceae_Chthonobacter                   -          LKAP-GutHK_D11_089   -               58     813      73     876      52     882    1404    +    1.9e-138  461.0  21.0  -
Syntrophobacteraceae_Desulforhabdus              -          LKAP-GutHK_D11_089   -               24     876      17     868       2     882    1482    +    2.8e-138  460.7  22.1  -
Thermaceae_Thermus                               -          LKAP-GutHK_D11_089   -               29     851      18     876       2     882    1482    +    2.8e-138  460.6  24.2  -
Marinilabiliaceae_Carboxylicivirga               -          LKAP-GutHK_D11_089   -               21     857      14     874       3     879    1445    +      3e-138  460.0  21.8  -
Thermoanaerobacterales_Caldicellulosiruptor      -          LKAP-GutHK_D11_089   -               39     887      15     876       2     882    1517    +    3.2e-138  460.0  23.4  -
Spirochaetaceae_Sediminispirochaeta              -          LKAP-GutHK_D11_089   -               33     871      19     874       3     882    1520    +    3.9e-138  459.7  22.1  -
Methylocystaceae_Hartmannibacter                 -          LKAP-GutHK_D11_089   -               43     828      16     875       2     882    1426    +    4.8e-138  459.8  22.2  -
Cystobacteraceae_Hyalangium                      -          LKAP-GutHK_D11_089   -               24     872      17     873       2     882    1491    +      5e-138  459.5  22.4  -
Neisseriaceae_Stenoxybacter                      -          LKAP-GutHK_D11_089   -               23     868      16     875       3     882    1484    +    5.4e-138  459.4  23.0  -
Sphingomonadaceae_Hephaestia                     -          LKAP-GutHK_D11_089   -               37     809      58     875      29     882    1411    +    6.2e-138  459.5  20.9  -
Desulfurellaceae_Desulfurella                    -          LKAP-GutHK_D11_089   -               20     875      17     876       2     882    1526    +    6.2e-138  459.3  22.6  -
Desulfuromonadaceae_Malonomonas                  -          LKAP-GutHK_D11_089   -               44     874      17     874       2     881    1525    +    7.3e-138  459.0  22.4  -
Rhodobiaceae_Roseospirillum                      -          LKAP-GutHK_D11_089   -               11     760      74     875      66     881    1310    +    7.4e-138  459.1  20.6  -
Rhodospirillaceae_Defluviicoccus                 -          LKAP-GutHK_D11_089   -               43     830      17     874       3     881    1452    +    7.5e-138  459.2  22.6  -
Rhodobiaceae_Anderseniella                       -          LKAP-GutHK_D11_089   -               49     806      70     875      25     882    1406    +    7.6e-138  459.0  20.9  -
Lachnospiraceae_Lachnoanaerobaculum              -          LKAP-GutHK_D11_089   -               41     872      17     874       2     882    1490    +    8.7e-138  457.9  22.1  -
Flammeovirgaceae_Cesiribacter                    -          LKAP-GutHK_D11_089   -               42     871      16     874       3     879    1502    +    9.7e-138  458.5  22.4  -
Clostridiales_Helcococcus                        -          LKAP-GutHK_D11_089   -               40     866      17     874       2     879    1458    +      1e-137  458.3  21.2  -
Selenomonadaceae_Megamonas                       -          LKAP-GutHK_D11_089   -               32     848      72     876      51     882    1475    +    1.2e-137  458.1  21.7  -
Polyangiaceae_Sorangium                          -          LKAP-GutHK_D11_089   -               46     898      17     875       3     881    1520    +    1.6e-137  458.0  22.6  -
Rhodobacteraceae_Agaricicola                     -          LKAP-GutHK_D11_089   -               43     827      17     875       3     882    1436    +    1.7e-137  457.8  22.0  -
Phyllobacteriaceae_Lentilitoribacter             -          LKAP-GutHK_D11_089   -               37     808      58     875      38     882    1443    +    1.8e-137  457.9  21.1  -
Sandaracinaceae_Sandaracinus                     -          LKAP-GutHK_D11_089   -               50     865      71     874      50     882    1506    +      2e-137  457.7  21.5  -
Syntrophomonadaceae_Pelospora                    -          LKAP-GutHK_D11_089   -               43     907      16     875       2     882    1500    +    2.1e-137  457.5  22.7  -
Flavobacteriaceae_Polaribacter                   -          LKAP-GutHK_D11_089   -               23     854      16     876       4     882    1440    +    2.4e-137  457.2  21.6  -
Myxococcaceae_Pyxidicoccus                       -          LKAP-GutHK_D11_089   -               24     874      17     873       2     882    1493    +    2.5e-137  457.1  22.6  -
Thermodesulfobiaceae_Thermodesulfobium           -          LKAP-GutHK_D11_089   -               73     880      17     866       2     882    1545    +    3.2e-137  456.6  21.7  -
Methylobacteriaceae_Meganema                     -          LKAP-GutHK_D11_089   -               52     805      73     874      52     881    1383    +    3.5e-137  456.9  20.6  -
Rhodothalassiaceae_Rhodothalassium               -          LKAP-GutHK_D11_089   -               18     803      16     875       3     881    1318    +    4.4e-137  456.6  22.2  -
Hyphomonadaceae_Fretibacter                      -          LKAP-GutHK_D11_089   -               31     826      16     875       2     882    1412    +    4.9e-137  456.5  22.0  -
Spirochaetaceae_Alkalispirochaeta                -          LKAP-GutHK_D11_089   -               15     854      17     874       3     879    1462    +    5.1e-137  456.2  23.0  -
Acetobacteraceae_Saccharibacter                  -          LKAP-GutHK_D11_089   -               67     821      72     869      21     880    1436    +    6.6e-137  456.1  20.6  -
Flammeovirgaceae_Marivirga                       -          LKAP-GutHK_D11_089   -               24     853      17     874       5     880    1476    +    6.6e-137  455.8  20.9  -
Chitinophagaceae_Taibaiella                      -          LKAP-GutHK_D11_089   -                8     840       7     866       1     879    1427    +    6.7e-137  455.9  22.1  -
Spirochaetaceae_Pleomorphochaeta                 -          LKAP-GutHK_D11_089   -               54     889      22     874       2     882    1492    +    7.4e-137  455.5  23.5  -
Flammeovirgaceae_Marinoscillum                   -          LKAP-GutHK_D11_089   -               34     863      17     874       5     882    1484    +    7.4e-137  455.5  21.9  -
Flavobacteriaceae_Moheibacter                    -          LKAP-GutHK_D11_089   -               40     871      15     874       2     882    1481    +    7.8e-137  455.2  22.8  -
Acidobacteria_Thermoanaerobaculum                -          LKAP-GutHK_D11_089   -               24     880      17     876       2     882    1464    +    8.1e-137  455.7  22.8  -
Rhodobacteraceae_Halodurantibacterium            -          LKAP-GutHK_D11_089   -               24     807      17     874       3     881    1387    +    8.2e-137  455.7  21.1  -
Lachnospiraceae_Dorea                            -          LKAP-GutHK_D11_089   -                2     753      93     874      83     882    1316    +    8.5e-137  455.6  18.7  -
Desulfarculaceae_Dethiosulfatarculus             -          LKAP-GutHK_D11_089   -               32     892      16     874       2     881    1516    +    9.9e-137  455.3  22.5  -
Alphaproteobacteria_Phreatobacter                -          LKAP-GutHK_D11_089   -               52     806      73     875      52     882    1402    +      1e-136  455.5  20.9  -
Hydrogenothermaceae_Sulfurihydrogenibium         -          LKAP-GutHK_D11_089   -               24     837      17     876       2     882    1447    +    1.2e-136  455.1  22.9  -
Rhodospirillaceae_Telmatospirillum               -          LKAP-GutHK_D11_089   -               75     827      74     874      53     881    1344    +    1.3e-136  454.9  21.4  -
Phyllobacteriaceae_Oricola                       -          LKAP-GutHK_D11_089   -               58     812      73     875      50     882    1455    +    1.3e-136  455.0  21.0  -
Thermoactinomycetaceae_Polycladomyces            -          LKAP-GutHK_D11_089   -               24     885      17     874       2     881    1485    +    1.3e-136  455.0  22.7  -
Bifidobacteriaceae_Scardovia                     -          LKAP-GutHK_D11_089   -               41     882      17     876       2     882    1534    +    1.3e-136  454.8  22.8  -
Aurantimonadaceae_Jiella                         -          LKAP-GutHK_D11_089   -               44     828      17     875       2     882    1445    +    1.9e-136  454.5  22.5  -
Micromonosporaceae_Phytomonospora                -          LKAP-GutHK_D11_089   -               87     865      73     876      51     882    1513    +      2e-136  454.3  21.8  -
Polyangiaceae_Byssovorax                         -          LKAP-GutHK_D11_089   -               38     889      17     875       3     881    1529    +    2.1e-136  454.3  22.6  -
Entomoplasmataceae_Mesoplasma                    -          LKAP-GutHK_D11_089   -               65     852      75     864      53     880    1497    +    2.1e-136  454.2  20.1  -
Cyclobacteriaceae_Echinicola                     -          LKAP-GutHK_D11_089   -               31     818      74     874      53     879    1388    +    2.1e-136  454.2  21.7  -
Xanthobacteraceae_Pseudolabrys                   -          LKAP-GutHK_D11_089   -                3     756      74     875      72     882    1386    +    2.1e-136  454.3  20.6  -
Syntrophobacteraceae_Desulfovirga                -          LKAP-GutHK_D11_089   -               69     881      68     868      41     882    1524    +    2.3e-136  454.3  21.0  -
Rhodospirillaceae_Tagaea                         -          LKAP-GutHK_D11_089   -               46     841      17     874       2     881    1467    +    2.3e-136  454.1  21.9  -
Rhizobiaceae_Ciceribacter                        -          LKAP-GutHK_D11_089   -               37     791      73     875      53     882    1392    +    2.5e-136  454.1  21.1  -
Deltaproteobacteria_Dissulfurimicrobium          -          LKAP-GutHK_D11_089   -               86     902      70     875      23     881    1521    +    2.8e-136  453.7  21.6  -
Rhodobacteraceae_Vadicella                       -          LKAP-GutHK_D11_089   -               29     814      16     875       2     882    1439    +    2.9e-136  453.8  21.8  -
Desulfobacteraceae_Desulforegula                 -          LKAP-GutHK_D11_089   -               42     891      17     876       2     882    1524    +    3.8e-136  453.4  22.8  -
Rhizobiales_Alsobacter                           -          LKAP-GutHK_D11_089   -               62     818      73     875      52     882    1467    +    3.9e-136  453.4  21.6  -
Dictyoglomaceae_Dictyoglomus                     -          LKAP-GutHK_D11_089   -               97     888      74     876      41     882    1541    +    4.1e-136  453.1  21.5  -
Beijerinckiaceae_Methylovirgula                  -          LKAP-GutHK_D11_089   -               73     827      73     875      51     882    1402    +    4.1e-136  453.2  21.2  -
Acetobacteraceae_Acidomonas                      -          LKAP-GutHK_D11_089   -               73     829      73     874      52     881    1481    +    4.6e-136  453.3  21.9  -
Hyphomonadaceae_Hyphobacterium                   -          LKAP-GutHK_D11_089   -               70     825      71     874      25     881    1423    +    4.8e-136  453.2  20.7  -
Rhodobacteraceae_Oceanicella                     -          LKAP-GutHK_D11_089   -               41     825      16     874       2     881    1431    +    4.8e-136  453.3  22.1  -
Deltaproteobacteria_Dissulfuribacter             -          LKAP-GutHK_D11_089   -               29     888      16     875       2     881    1502    +    4.9e-136  453.2  22.6  -
Phaselicystidaceae_Phaselicystis                 -          LKAP-GutHK_D11_089   -               43     893      17     875       3     881    1539    +    5.1e-136  453.0  22.8  -
Thermosporotrichaceae_Thermosporothrix           -          LKAP-GutHK_D11_089   -                7     769      74     876      67     882    1317    +    5.5e-136  453.0  22.2  -
Rhodospirillaceae_Aliidongia                     -          LKAP-GutHK_D11_089   -               75     829      74     875      53     882    1447    +    8.6e-136  452.2  21.1  -
Desulfovibrionaceae_Lawsonia                     -          LKAP-GutHK_D11_089   -               51     899      17     876       2     882    1552    +    9.1e-136  452.2  22.9  -
Synergistaceae_Dethiosulfovibrio                 -          LKAP-GutHK_D11_089   -               31     850      16     876       2     882    1470    +    9.2e-136  452.0  23.8  -
Rhodospirillaceae_Tistlia                        -          LKAP-GutHK_D11_089   -               64     818      73     874      52     881    1299    +    1.1e-135  452.3  21.4  -
Acetobacteraceae_Rhodovarius                     -          LKAP-GutHK_D11_089   -               77     829      75     874      54     881    1458    +    1.4e-135  451.7  21.1  -
Cyclobacteriaceae_Cyclobacterium                 -          LKAP-GutHK_D11_089   -               24     854      17     874       3     881    1465    +    1.7e-135  451.1  21.9  -
Acetobacteraceae_Craurococcus                    -          LKAP-GutHK_D11_089   -               69     832      66     874      45     881    1443    +    1.7e-135  451.5  22.7  -
Phyllobacteriaceae_Tianweitania                  -          LKAP-GutHK_D11_089   -               72     826      73     875      52     882    1447    +    1.7e-135  451.4  20.9  -
Beijerinckiaceae_Methylorosula                   -          LKAP-GutHK_D11_089   -               69     823      73     875      52     882    1413    +    1.9e-135  451.0  21.9  -
Rhodobacteraceae_Pleomorphobacterium             -          LKAP-GutHK_D11_089   -               43     827      16     874       2     881    1432    +      2e-135  451.2  22.1  -
Desulfovibrionaceae_Bilophila                    -          LKAP-GutHK_D11_089   -               40     888      17     876       2     882    1500    +    2.1e-135  450.8  23.2  -
Syntrophaceae_Smithella                          -          LKAP-GutHK_D11_089   -               38     893      17     875       2     882    1371    +    2.6e-135  450.7  22.1  -
Phyllobacteriaceae_Corticibacterium              -          LKAP-GutHK_D11_089   -                7     798       7     875       1     882    1435    +    2.9e-135  450.6  23.1  -
Hyphomonadaceae_Litorimonas                      -          LKAP-GutHK_D11_089   -                7     792      30     875      20     882    1357    +    3.1e-135  450.4  21.1  -
Desulfobacteraceae_Desulfatirhabdium             -          LKAP-GutHK_D11_089   -               44     904      17     873       2     881    1535    +      4e-135  450.0  22.2  -
Methylocystaceae_Oharaeibacter                   -          LKAP-GutHK_D11_089   -               56     811      73     875      27     882    1408    +    4.4e-135  450.0  21.5  -
Rhodobacteraceae_Paenirhodobacter                -          LKAP-GutHK_D11_089   -               44     828      17     875       3     882    1428    +    4.9e-135  449.7  21.5  -
Myxococcaceae_Aggregicoccus                      -          LKAP-GutHK_D11_089   -               44     894      17     873       2     882    1531    +    5.3e-135  449.5  22.7  -
Cyclobacteriaceae_Belliella                      -          LKAP-GutHK_D11_089   -               30     860      17     874       5     880    1451    +    5.5e-135  449.5  21.7  -
Acetobacteraceae_Ameyamaea                       -          LKAP-GutHK_D11_089   -               54     810      73     874      29     881    1414    +    5.6e-135  449.7  21.5  -
Thermodesulfobiaceae_Coprothermobacter           -          LKAP-GutHK_D11_089   -               43     868      20     876       3     882    1529    +    6.5e-135  449.0  23.8  -
Rhodobacteraceae_Silicimonas                     -          LKAP-GutHK_D11_089   -               30     812      17     875       2     882    1395    +      7e-135  449.2  21.7  -
Hyphomonadaceae_Woodsholea                       -          LKAP-GutHK_D11_089   -               24     805      17     874       2     881    1421    +    7.6e-135  449.1  21.2  -
Rhodospirillaceae_Lacibacterium                  -          LKAP-GutHK_D11_089   -               28     781      74     875      53     882    1401    +    9.8e-135  448.8  21.2  -
Labilitrichaceae_Labilithrix                     -          LKAP-GutHK_D11_089   -               61     872      71     867      50     882    1483    +      1e-134  448.5  21.6  -
Methylobacteriaceae_Psychroglaciecola            -          LKAP-GutHK_D11_089   -               22     780      68     875      48     882    1353    +    1.1e-134  448.5  21.3  -
Acetobacteraceae_Nguyenibacter                   -          LKAP-GutHK_D11_089   -               49     806      72     874      22     881    1407    +    1.1e-134  448.7  22.1  -
Hyphomicrobiaceae_Cucumibacter                   -          LKAP-GutHK_D11_089   -               44     800      71     875      25     882    1358    +    1.4e-134  448.2  21.4  -
Cyclobacteriaceae_Algoriphagus                   -          LKAP-GutHK_D11_089   -               23     856      16     874       4     879    1446    +    1.7e-134  447.8  22.4  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-GutHK_D11_089   -               33     847      17     876       2     882    1452    +    1.9e-134  447.8  22.7  -
Leptotrichiaceae_Streptobacillus                 -          LKAP-GutHK_D11_089   -               94     862      78     874      58     879    1482    +      2e-134  447.5  20.8  -
Flavobacteriaceae_Empedobacter                   -          LKAP-GutHK_D11_089   -               43     872      15     874       2     882    1484    +    2.1e-134  447.2  22.7  -
Rhodobacteraceae_Acuticoccus                     -          LKAP-GutHK_D11_089   -               62     815      73     875      52     882    1397    +    2.3e-134  447.7  21.0  -
Acetobacteraceae_Paracraurococcus                -          LKAP-GutHK_D11_089   -               72     826      75     874      55     881    1439    +    2.4e-134  447.8  22.1  -
Beijerinckiaceae_Methyloferula                   -          LKAP-GutHK_D11_089   -               74     828      73     875      52     882    1408    +    2.7e-134  447.3  21.2  -
Flavobacteriaceae_Winogradskyella                -          LKAP-GutHK_D11_089   -               24     860      17     874       4     882    1448    +    2.7e-134  446.8  22.3  -
Syntrophobacteraceae_Thermodesulforhabdus        -          LKAP-GutHK_D11_089   -               96     927      53     874      31     881    1559    +      3e-134  447.2  22.5  -
Rhodobacteraceae_Tabrizicola                     -          LKAP-GutHK_D11_089   -               49     806      69     874      29     881    1388    +    3.3e-134  447.0  21.3  -
Haliscomenobacteraceae_Phaeodactylibacter        -          LKAP-GutHK_D11_089   -               45     878      17     875       3     881    1486    +    3.6e-134  446.9  22.7  -
Rhodobacteraceae_Nesiotobacter                   -          LKAP-GutHK_D11_089   -                3     787      17     875      15     882    1384    +    3.7e-134  446.9  20.8  -
Chlorobiaceae_Prosthecochloris                   -          LKAP-GutHK_D11_089   -               87     861      78     866      57     882    1495    +    3.7e-134  446.6  20.8  -
Rhodobacteraceae_Roseicyclus                     -          LKAP-GutHK_D11_089   -               33     817      16     874       2     881    1435    +      4e-134  446.7  21.4  -
Desulfobacteraceae_Desulfatitalea                -          LKAP-GutHK_D11_089   -               68     878      72     867      51     882    1485    +      4e-134  446.6  20.9  -
Brucellaceae_Falsochrobactrum                    -          LKAP-GutHK_D11_089   -               57     827      59     875      38     882    1458    +    4.1e-134  446.8  21.1  -
Leuconostocaceae_Oenococcus                      -          LKAP-GutHK_D11_089   -               27     894      18     875       3     882    1496    +    4.1e-134  446.6  22.9  -
Phormidiaceae_Cephalothrix                       -          LKAP-GutHK_D11_089   -               78     832      75     874      49     879    1481    +    4.4e-134  446.4  20.6  -
Oligoflexaceae_Oligoflexus                       -          LKAP-GutHK_D11_089   -               34     857      31     874      10     882    1458    +    4.7e-134  446.5  22.1  -
Rhodobacteraceae_Rubribacterium                  -          LKAP-GutHK_D11_089   -               21     794      17     874       3     881    1380    +    5.4e-134  446.5  22.5  -
Phyllobacteriaceae_Roseitalea                    -          LKAP-GutHK_D11_089   -               56     812      71     875      27     882    1419    +    5.5e-134  446.2  21.3  -
Rhodobacteraceae_Frigidibacter                   -          LKAP-GutHK_D11_089   -               43     828      16     875       2     882    1428    +    5.6e-134  446.2  21.9  -
Selenomonadaceae_Propionispira                   -          LKAP-GutHK_D11_089   -                3     816      75     876      73     882    1448    +    5.6e-134  445.9  21.3  -
Marinifilaceae_Marinifilum                       -          LKAP-GutHK_D11_089   -               24     859      17     874       5     879    1451    +    5.8e-134  445.9  21.8  -
Desulfobacteraceae_Desulfocella                  -          LKAP-GutHK_D11_089   -               42     895      15     875       2     882    1547    +    6.6e-134  445.9  22.8  -
Alphaproteobacteria_Eilatimonas                  -          LKAP-GutHK_D11_089   -               49     862      17     875       3     881    1494    +    7.9e-134  445.8  22.7  -
Acanthopleuribacteraceae_Acanthopleuribacter     -          LKAP-GutHK_D11_089   -               30     854      67     875      46     882    1453    +      8e-134  445.7  22.2  -
Hyphomonadaceae_Hellea                           -          LKAP-GutHK_D11_089   -               29     824      16     875       2     882    1412    +    8.1e-134  445.7  22.1  -
Actinomycetaceae_Mobiluncus                      -          LKAP-GutHK_D11_089   -               23     862      17     876       2     882    1477    +    8.6e-134  445.2  22.6  -
Flavobacteriaceae_Nonlabens                      -          LKAP-GutHK_D11_089   -               23     860      16     874       4     882    1448    +    9.3e-134  445.2  21.7  -
Bradyrhizobiaceae_Pararhizobium                  -          LKAP-GutHK_D11_089   -               46     798      75     875      55     882    1421    +    9.9e-134  445.3  21.1  -
Sphingobacteriaceae_Pedobacter                   -          LKAP-GutHK_D11_089   -               15     854      11     874       2     882    1449    +    1.2e-133  445.0  22.2  -
Xanthobacteraceae_Variibacter                    -          LKAP-GutHK_D11_089   -               52     806      73     875      52     882    1407    +    1.2e-133  445.3  21.2  -
Rhodobacteraceae_Pseudoroseicyclus               -          LKAP-GutHK_D11_089   -               23     807      16     874       2     881    1418    +    1.4e-133  445.0  21.7  -
Xanthobacteraceae_Pseudorhodoplanes              -          LKAP-GutHK_D11_089   -               60     814      73     875      52     882    1424    +    1.4e-133  444.9  21.4  -
Prolixibacteraceae_Mangrovibacterium             -          LKAP-GutHK_D11_089   -               12     855       8     874       2     879    1447    +    1.8e-133  444.3  22.0  -
Desulfobacteraceae_Desulfospira                  -          LKAP-GutHK_D11_089   -               24     882      17     875       2     882    1447    +    1.8e-133  444.5  22.4  -
Rhodobacteraceae_Cereibacter                     -          LKAP-GutHK_D11_089   -               40     797      69     874      27     881    1380    +    1.8e-133  444.6  20.9  -
Rhodobacteraceae_Albirhodobacter                 -          LKAP-GutHK_D11_089   -               36     808      70     875      49     882    1405    +    1.9e-133  444.4  22.2  -
Desulfobacteraceae_Desulfoconvexum               -          LKAP-GutHK_D11_089   -               11     869      17     875       6     882    1367    +      2e-133  444.4  21.8  -
Desulfomicrobiaceae_Desulfoplanes                -          LKAP-GutHK_D11_089   -               24     876      17     875       2     882    1437    +    2.2e-133  444.2  22.6  -
Desulfarculaceae_Desulfocarbo                    -          LKAP-GutHK_D11_089   -               29     843      72     874      51     881    1417    +    2.2e-133  444.2  21.6  -
Prevotellaceae_Prevotella                        -          LKAP-GutHK_D11_089   -               44     885      17     874      10     878    1482    +    2.4e-133  443.7  21.8  -
Rhodospirillaceae_Phaeovibrio                    -          LKAP-GutHK_D11_089   -               47     813      72     876      51     882    1450    +    2.5e-133  444.1  22.0  -
Thermoanaerobacterales_Thermovenabulum           -          LKAP-GutHK_D11_089   -               44     868      17     876       2     882    1424    +      3e-133  443.8  24.3  -
Eggerthellaceae_Eggerthella                      -          LKAP-GutHK_D11_089   -               44     860      17     876       2     882    1505    +    3.2e-133  443.3  22.8  -
Cytophagaceae_Litoribacter                       -          LKAP-GutHK_D11_089   -                7     849       9     874       3     880    1452    +    3.4e-133  443.6  22.5  -
Acetobacteraceae_Swaminathania                   -          LKAP-GutHK_D11_089   -               72     829      71     874      29     881    1455    +    3.9e-133  443.6  21.7  -
Flammeovirgaceae_Fabibacter                      -          LKAP-GutHK_D11_089   -               24     853      17     874       4     882    1420    +    4.3e-133  443.3  22.1  -
Clostridiaceae_Thermohalobacter                  -          LKAP-GutHK_D11_089   -               37     870      16     875       2     882    1521    +    4.3e-133  443.1  22.9  -
Acidobacteria_Luteitalea                         -          LKAP-GutHK_D11_089   -               83     898      70     875      46     882    1506    +    6.3e-133  443.0  22.0  -
Bacillaceae_Caenibacillus                        -          LKAP-GutHK_D11_089   -               24     886      17     874       2     881    1490    +    7.4e-133  442.5  23.7  -
Rhodobacteraceae_Rubricella                      -          LKAP-GutHK_D11_089   -               75     828      74     875      52     882    1416    +      8e-133  442.4  20.8  -
Emcibacteraceae_Emcibacter                       -          LKAP-GutHK_D11_089   -               43     839      16     875       3     882    1460    +    8.7e-133  442.4  21.9  -
Lentisphaeraceae_Lentisphaera                    -          LKAP-GutHK_D11_089   -               38     848      24     875       5     882    1465    +    8.9e-133  442.3  21.9  -
Halobacteroidaceae_Fuchsiella                    -          LKAP-GutHK_D11_089   -               41     885      17     867       2     879    1500    +    1.3e-132  441.4  22.0  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP-GutHK_D11_089   -               24     858      16     875       2     882    1422    +    1.3e-132  441.7  23.1  -
Flavobacteriaceae_Maribacter                     -          LKAP-GutHK_D11_089   -               23     863      16     874       4     882    1443    +    1.4e-132  441.4  22.6  -
Acetobacteraceae_Neoasaia                        -          LKAP-GutHK_D11_089   -               52     747      71     806      29     826    1457    +    1.6e-132  441.5  21.0  -
Rhodobacteraceae_Roseicitreum                    -          LKAP-GutHK_D11_089   -               44     828      17     875       2     882    1429    +    1.6e-132  441.3  21.9  -
Roseiarcaceae_Roseiarcus                         -          LKAP-GutHK_D11_089   -               71     825      73     875      52     882    1399    +    1.9e-132  441.1  21.1  -
Polyangiaceae_Minicystis                         -          LKAP-GutHK_D11_089   -               44     894      17     875       3     881    1550    +    2.1e-132  441.0  22.6  -
Rhodobacteraceae_Marinibacterium                 -          LKAP-GutHK_D11_089   -               24     806      17     875       2     882    1378    +    2.2e-132  441.0  21.6  -
Rhodobacteraceae_Litorisediminicola              -          LKAP-GutHK_D11_089   -               24     806      17     875       2     882    1382    +    2.2e-132  441.1  21.9  -
Temperatibacteraceae_Temperatibacter             -          LKAP-GutHK_D11_089   -               32     788      72     876      50     882    1362    +    2.3e-132  440.8  20.9  -
Phyllobacteriaceae_Pseudohoeflea                 -          LKAP-GutHK_D11_089   -               75     828      74     875      52     882    1449    +    2.5e-132  440.8  21.2  -
Rhodobacteraceae_Lentibacter                     -          LKAP-GutHK_D11_089   -               18     776      69     875      49     882    1375    +    2.6e-132  440.7  20.0  -
